,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,ChurnYes
234,Female,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.019900498,0.178640665,0
235,Female,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.068656716,0.078836834,0
236,Male,2,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.359701493,0.010997,1
237,Female,10,No,No phone service,DSL,No,No,Yes,No,Two year,Mailed check,0.112935323,0.032339026,0
238,Male,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.546268657,0.148528733,0
239,Female,11,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.763681592,0.127105931,1
240,Male,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.014925373,0.030642742,0
241,Female,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.680099502,0.730636972,0
242,Male,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.904975124,0.906935149,0
243,Female,41,Yes,No,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),0.561691542,0.365664667,0
244,Female,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Electronic check,0.757711443,0.704748442,0
245,Female,13,Yes,No,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.363681592,0.082217863,0
246,Male,4,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,0.568159204,0.029379183,0
247,Male,41,Yes,Yes,DSL,No,No,No,Yes,One year,Mailed check,0.465174129,0.289983845,0
248,Male,15,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.558706468,0.121797831,1
249,Male,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.301492537,0.003432956,1
250,Male,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Electronic check,0.803482587,0.493843757,0
251,Female,51,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Electronic check,0.748756219,0.530896607,0
252,Female,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.518905473,0.014810755,1
253,Male,1,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.21840796,0.002469421,1
254,Male,32,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),0.651243781,0.301696284,0
255,Male,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.015920398,0.020107316,0
256,Female,67,No,No phone service,DSL,No,Yes,Yes,Yes,Two year,Electronic check,0.410945274,0.471393953,0
257,Female,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.963681592,0.806525502,0
258,Male,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.956218905,0.666085853,0
259,Female,2,Yes,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.262189055,0.007125548,1
260,Female,29,No,No phone service,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,0.266169154,0.139608816,0
261,Male,3,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.227860697,0.013085622,1
262,Male,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.882089552,0.155261943,1
263,Male,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.712437811,0.566183937,0
264,Female,31,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.314427861,0.173240249,0
265,Female,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Mailed check,0.945771144,0.578519502,0
266,Female,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,0.695024876,0.635581583,0
267,Male,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.066169154,0.135754673,0
268,Female,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,0.86318408,0.229454189,0
269,Male,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.010945274,0.124717286,1
270,Female,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.059701493,0.197801754,0
271,Female,16,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.758208955,0.172213247,1
272,Male,57,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Electronic check,0.412935323,0.395955458,0
273,Male,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.065174129,0.000692361,1
274,Male,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.88358209,0.248471036,0
275,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.520895522,0.005977383,1
276,Male,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,0.668159204,0.044114932,1
277,Female,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.863681592,0.646901685,1
278,Male,21,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.464676617,0.152434803,0
279,Male,14,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,0.365671642,0.086908608,0
280,Female,5,Yes,No,DSL,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.321393035,0.026073159,0
281,Female,6,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,0.367164179,0.035091161,0
282,Female,10,Yes,No,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.327860697,0.05532541,0
283,Female,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.071144279,0.000761597,0
284,Female,68,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.360199005,0.423372952,0
285,Male,18,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Mailed check,0.765174129,0.203225248,1
286,Female,22,Yes,Yes,Fiber optic,No,No,No,No,One year,Credit card (automatic),0.574626866,0.203646434,0
287,Female,20,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.259701493,0.104817678,0
288,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.514925373,0.005908147,1
289,Male,8,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.559701493,0.067822525,1
290,Male,10,Yes,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.264676617,0.048072929,1
291,Male,24,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.575621891,0.195465036,1
292,Male,35,Yes,No,DSL,Yes,Yes,No,No,One year,Mailed check,0.427363184,0.231063928,0
293,Male,23,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Mailed check,0.682089552,0.221786291,0
294,Female,6,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.707462687,0.063351027,0
295,Female,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.014427861,0.023257558,0
296,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019900498,0.000167321,0
297,Female,71,Yes,No,Fiber optic,No,No,No,No,Two year,Electronic check,0.575124378,0.625161551,0
298,Male,35,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.821393035,0.39449573,0
299,Male,40,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.560199005,0.345828525,0
300,Female,1,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,0.550746269,0.006323563,1
301,Male,23,Yes,No,DSL,No,No,No,Yes,One year,Bank transfer (automatic),0.464179104,0.172051696,0
302,Female,4,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.768159204,0.043537964,1
303,Male,4,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.717910448,0.038985691,0
304,Female,68,No,No phone service,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),0.41840796,0.47198246,0
305,Male,38,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Mailed check,0.632835821,0.360362336,0
306,Male,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.065174129,0.139660743,0
307,Male,32,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.563681592,0.263622202,1
308,Male,29,Yes,No,DSL,No,No,Yes,Yes,Two year,Mailed check,0.570149254,0.234894992,0
309,Male,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.824875622,0.42961574,0
310,Male,48,Yes,Yes,DSL,Yes,No,No,Yes,One year,Credit card (automatic),0.60199005,0.422761366,0
311,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.009950249,5.19E-05,0
312,Female,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Electronic check,0.704477612,0.215491576,0
313,Female,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.96318408,0.562693284,0
314,Female,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.508457711,0.037249019,0
315,Male,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.62039801,0.045782368,1
316,Male,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.913432836,0.654004154,0
317,Male,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.01641791,0.154200323,0
318,Female,38,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.617412935,0.350778906,1
319,Male,24,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.745273632,0.255279252,1
320,Male,35,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),0.728855721,0.37128433,0
321,Female,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),0.63880597,0.499803831,1
322,Female,72,No,No phone service,DSL,No,Yes,Yes,Yes,Two year,Electronic check,0.415422886,0.489868451,0
323,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.264179104,0.003000231,0
324,Female,9,Yes,No,DSL,Yes,No,No,No,One year,Mailed check,0.30199005,0.046561274,0
325,Male,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.415920398,0.4797946,0
326,Female,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),0.840298507,0.590733903,0
327,Female,11,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.643283582,0.099382645,0
328,Female,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.51840796,0.013876067,1
329,Female,28,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.175621891,0.110183476,0
330,Female,17,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.64079602,0.167464805,0
331,Female,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.015920398,0.083146781,0
332,Female,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.009452736,0.016518578,0
333,Male,46,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Credit card (automatic),0.762686567,0.508210247,0
334,Female,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.553233831,0.056825525,1
335,Female,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.62039801,0.015808908,1
336,Male,68,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Bank transfer (automatic),0.572636816,0.608717978,1
337,Female,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Electronic check,0.85920398,0.547086314,1
338,Female,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Electronic check,0.695522388,0.707321717,0
339,Female,36,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.761691542,0.409283406,0
340,Male,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.847263682,0.759773829,1
341,Female,32,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),0.362189055,0.209012232,0
342,Female,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.671641791,0.716016617,0
343,Female,66,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),0.489552239,0.518099469,0
344,Male,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.02238806,0.151090468,0
345,Female,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.019900498,0.097645973,0
346,Female,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.535820896,0.006150473,0
347,Female,2,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.717910448,0.017239788,1
348,Female,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.011940299,0.148246019,0
349,Female,23,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.265671642,0.112860605,0
350,Female,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Bank transfer (automatic),0.78358209,0.739914609,0
351,Male,37,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Credit card (automatic),0.443283582,0.260783522,0
352,Male,17,Yes,No,DSL,No,No,No,No,One year,Mailed check,0.262189055,0.076459728,0
353,Female,7,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.705472637,0.064106854,0
354,Male,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.662189055,0.040745442,1
355,Female,21,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.235323383,0.094772675,1
356,Female,10,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.616915423,0.095453496,1
357,Female,16,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.356716418,0.100415417,0
358,Male,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,0.865671642,0.785206554,0
359,Male,27,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),0.124378109,0.090733903,1
360,Male,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Electronic check,0.784577114,0.461337411,0
361,Male,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019402985,0.007494807,0
362,Female,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.801492537,0.454690745,0
363,Male,58,Yes,No,DSL,No,No,No,No,One year,Credit card (automatic),0.318905473,0.329996538,0
364,Female,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.022885572,0.106958228,0
365,Male,18,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),0.573631841,0.156271636,0
366,Male,5,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.778606965,0.054667667,1
367,Male,23,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),0.414925373,0.160073852,0
368,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.008955224,4.04E-05,0
369,Male,71,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),0.8,0.801298177,0
370,Male,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.93880597,0.935593123,0
371,Male,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.023383085,0.07748096,0
372,Male,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.670646766,0.018774521,1
373,Male,24,No,No phone service,DSL,Yes,No,Yes,No,Two year,Mailed check,0.174129353,0.093699515,0
374,Female,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),0.810945274,0.645003462,0
375,Male,37,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.774626866,0.418647588,0
376,Female,43,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),0.665174129,0.420430418,0
377,Male,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Mailed check,0.070646766,0.000755827,0
378,Female,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),0.862686567,0.293987999,1
379,Female,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Electronic check,0.710447761,0.610420032,0
380,Male,17,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Electronic check,0.68159204,0.160564274,0
381,Female,41,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),0.676119403,0.383135241,0
382,Male,1,Yes,No,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.32238806,0.003675283,1
383,Male,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.46318408,0.543912993,0
384,Male,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.72238806,0.008314101,1
385,Male,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),0.894029851,0.582581352,0
386,Male,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.016915423,0.022611355,1
387,Female,55,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.668656716,0.560339257,1
388,Female,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,One year,Electronic check,0.36318408,0.268826448,0
389,Male,44,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Mailed check,0.717910448,0.46667436,0
390,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.256218905,0.002907916,0
391,Female,27,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.769651741,0.297305562,0
392,Male,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),0.662189055,0.264337641,0
393,Female,2,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.25920398,0.008135241,0
394,Female,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.01641791,0.04024348,0
395,Female,42,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.764179104,0.453000231,0
396,Female,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.714427861,0.686262405,0
397,Male,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),0.911940299,0.424174937,0
