"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"166","Male",0,"Yes","No",69,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0164179104477612,0.155163858758366,"No"
"167","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.523880597014925,0.0293330256173552,"Yes"
"168","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.704477611940298,0.719553427186707,"No"
"169","Male",1,"Yes","No",58,"No","No","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.269154228855721,0.30376182783291,"Yes"
"170","Female",0,"Yes","Yes",16,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0213930348258707,0.034918070620817,"No"
"171","Male",0,"Yes","No",43,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",0.656716417910448,0.406237018232172,"No"
"172","Female",0,"Yes","No",2,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.857213930348259,0.0258481421647819,"Yes"
"173","Male",0,"Yes","No",14,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",0.633830845771144,0.134196861297023,"No"
"174","Female",0,"Yes","No",53,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.762189054726368,0.574821140087699,"Yes"
"175","Female",0,"No","No",32,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",0.0228855721393035,0.0733614124163397,"No"
"176","Female",0,"Yes","No",34,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.064179104477612,0.0878606046618971,"No"
"177","Female",1,"No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.559203980099502,0.130036925917378,"Yes"
"178","Female",1,"No","No",7,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.57910447761194,0.0559427648280637,"Yes"
"179","Female",0,"Yes","Yes",15,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.866666666666667,0.177757904454189,"No"
"180","Male",0,"Yes","No",61,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",0.0228855721393035,0.142303254096469,"No"
"181","Female",0,"No","No",1,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.116417910447761,0.00128663743364871,"Yes"
"182","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.269154228855721,0.00305792753288714,"No"
"183","Male",0,"No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",0.659203980099502,0.0742960996999769,"Yes"
"184","Male",0,"Yes","Yes",33,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",0.562189054726368,0.280925455804293,"No"
"185","Female",0,"No","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.606965174129353,0.126107777521348,"Yes"
"186","Female",0,"Yes","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.0651741293532338,0.00069236095084237,"Yes"
"187","Male",0,"No","No",20,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",0.333830845771144,0.115976228940688,"No"
"188","Male",0,"No","No",3,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",0.12089552238806,0.00731017770597739,"No"
"189","Female",0,"No","No",13,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",0.0139303482587065,0.026078929148396,"No"
"190","Female",0,"Yes","No",40,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.381592039800995,0.272363258712209,"No"
"191","Male",0,"Yes","Yes",43,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",0.533830845771144,0.364014539579968,"No"
"192","Male",0,"Yes","No",6,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.723880597014925,0.0591045465035772,"Yes"
"193","Female",0,"Yes","Yes",69,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0149253731343284,0.15654281098546,"No"
"194","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",0.909950248756219,0.935898915301177,"No"
"195","Male",0,"Yes","Yes",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0104477611940299,0.13546042003231,"No"
"196","Female",0,"Yes","No",20,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",0.77910447761194,0.217268636048927,"No"
"197","Male",0,"Yes","Yes",24,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",0.0582089552238806,0.0656127394414955,"No"
"198","Male",0,"No","No",59,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.92636815920398,0.75016732056312,"No"
"199","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.935323383084577,0.925784675744288,"No"
"200","Male",0,"No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0248756218905473,0.000225017309023746,"No"
"201","Female",0,"Yes","No",27,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",0.832338308457711,0.307217862912532,"No"
"202","Female",0,"No","No",14,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",0.614925373134328,0.126182783291022,"No"
"203","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check",0.86865671641791,0.852377105931226,"No"
"204","Male",0,"No","Yes",13,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",0.597512437810945,0.117141703207939,"No"
"205","Male",0,"No","No",44,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.503482587064677,0.339274174936534,"No"
"206","Female",0,"No","No",33,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",0.613930348258707,0.307644818832218,"No"
"207","Male",0,"Yes","Yes",72,"No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",0.370149253731343,0.480083083314101,"No"
"208","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",0.613432835820895,0.0070505423494115,"Yes"
"209","Female",0,"No","No",19,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.87910447761194,0.221053542580198,"Yes"
"210","Male",0,"Yes","No",64,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",0.837810945273632,0.765670436187399,"No"
"211","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.276119402985075,0.00758135241172395,"Yes"
"212","Female",0,"No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0696517412935323,0.000744288022155531,"No"
"213","Male",0,"No","Yes",61,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0149253731343284,0.127555965843526,"No"
"214","Female",0,"Yes","Yes",29,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",0.0174129353233831,0.0601488576044311,"No"
"215","Male",1,"Yes","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",0.682089552238806,0.225830833141011,"No"
"216","Female",0,"Yes","No",57,"No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.402985074626866,0.394489960766213,"No"
"217","Male",0,"Yes","Yes",72,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",0.26865671641791,0.360143087929841,"No"
"218","Male",0,"Yes","No",66,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",0.381592039800995,0.435079621509347,"No"
"219","Male",0,"Yes","Yes",65,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.656218905472637,0.612243249480729,"No"
"220","Female",0,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",0.614427860696517,0.0699053773367182,"No"
"221","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.516417910447761,0.0287964458804523,"Yes"
"222","Female",0,"Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0646766169154229,0.20979690745442,"No"
"223","Male",0,"Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Electronic check",0.0194029850746269,0.00016155088852986,"No"
"224","Male",0,"Yes","No",4,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",0.316417910447761,0.0185264251096238,"Yes"
"225","Female",0,"No","No",12,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.0109452736318409,0.0231421647819063,"No"
"226","Male",0,"No","No",24,"No","No","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Mailed check",0.321890547263682,0.146543964920378,"No"
"227","Female",0,"Yes","Yes",31,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",0.625870646766169,0.291593584121856,"No"
"228","Female",0,"Yes","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",0.367661691542289,0.00420032310177703,"Yes"
"229","Male",0,"No","No",30,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.712935323383085,0.312064389568428,"No"
"230","Female",0,"Yes","Yes",47,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.667164179104478,0.471780521578583,"No"
"231","Male",0,"No","No",54,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.893034825870647,0.662572120932379,"No"
"232","Male",0,"No","No",50,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.748756218905473,0.545661204708054,"No"
"233","Male",0,"No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",0.660199004975124,0.00759289176090464,"Yes"
"234","Female",0,"No","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0199004975124379,0.178640664666513,"No"
"235","Female",0,"No","No",29,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0686567164179104,0.0788368336025848,"No"
"236","Male",0,"No","No",2,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",0.359701492537313,0.010996999769213,"Yes"
"237","Female",0,"No","No",10,"No","No","DSL","No","No","No","Yes","No","No","Two year","Yes","Mailed check",0.112935323383085,0.0323390260789291,"No"
"238","Male",0,"Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.546268656716418,0.14852873297946,"No"
"239","Female",1,"No","No",11,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.763681592039801,0.127105931225479,"Yes"
"240","Male",0,"No","No",16,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0149253731343284,0.0306427417493653,"No"
"241","Female",0,"No","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.680099502487562,0.730636972074775,"No"
"242","Male",0,"No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.904975124378109,0.906935148857605,"No"
"243","Female",0,"Yes","Yes",41,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",0.561691542288557,0.365664666512809,"No"
"244","Female",1,"Yes","No",65,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",0.75771144278607,0.704748442187861,"No"
"245","Female",1,"No","No",13,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.363681592039801,0.0822178629125317,"No"
"246","Male",1,"No","No",4,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",0.568159203980099,0.029379183014078,"No"
"247","Male",0,"No","No",41,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check",0.465174129353234,0.289983844911147,"No"
"248","Male",1,"No","No",15,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.558706467661692,0.121797830602354,"Yes"
"249","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.301492537313433,0.00343295638126011,"Yes"
"250","Male",0,"No","No",42,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",0.803482587064677,0.493843757212093,"No"
"251","Female",0,"Yes","No",51,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Electronic check",0.748756218905473,0.530896607431341,"No"
"252","Female",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.518905472636816,0.0148107546734364,"Yes"
"253","Male",1,"Yes","No",1,"No","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",0.218407960199005,0.00246942072467109,"Yes"
"254","Male",0,"No","Yes",32,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",0.651243781094527,0.301696284329564,"No"
"255","Male",0,"No","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0159203980099503,0.0201073159473806,"No"
"256","Female",0,"Yes","Yes",67,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",0.410945273631841,0.471393953381029,"No"
"257","Female",0,"Yes","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",0.963681592039801,0.806525501961689,"No"
"258","Male",0,"No","No",50,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",0.956218905472637,0.666085852757905,"No"
"259","Female",0,"Yes","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.262189054726368,0.00712554811908608,"Yes"
"260","Female",1,"Yes","No",29,"No","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.266169154228856,0.139608816062774,"No"
"261","Male",1,"No","No",3,"No","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.227860696517413,0.0130856219709208,"Yes"
"262","Male",1,"No","No",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.882089552238806,0.155261943226402,"Yes"
"263","Male",1,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.712437810945273,0.566183937225941,"No"
"264","Female",0,"No","No",31,"No","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",0.314427860696517,0.173240249249942,"No"
"265","Female",0,"Yes","No",45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",0.945771144278607,0.578519501500115,"No"
"266","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",0.695024875621891,0.635581583198708,"No"
"267","Male",0,"No","No",50,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0661691542288557,0.135754673436418,"No"
"268","Female",1,"No","No",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",0.86318407960199,0.229454188783753,"No"
"269","Male",0,"No","No",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0109452736318409,0.124717285945073,"Yes"
"270","Female",0,"Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",0.0597014925373134,0.197801753981075,"No"
